家族,labelId,标签名,处置,jobId,品牌,岗位名
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528759,达美乐,达美乐-狮山科技大道店-兼职通岗服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528760,达美乐,达美乐-永胜西路店-兼职通岗服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528761,达美乐,达美乐-南海大道北-兼职通岗服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528762,达美乐,达美乐-佛山大道中-兼职通岗服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528763,达美乐,达美乐-福贤路-兼职通岗服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528764,达美乐,达美乐-佛山振兴路-兼职通岗服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528765,达美乐,达美乐-大良观绿路分店-兼职通岗服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528766,达美乐,达美乐-佛山里水店-兼职通岗服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528767,达美乐,达美乐-旗云广场-兼职通岗服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528768,达美乐,达美乐-首铸万科广场店-兼职通岗服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528738,达美乐,达美乐-东莞长安万达店-兼职通岗服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528739,达美乐,达美乐-教育路店-兼职通岗服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528740,达美乐,达美乐-虎门太沙路店-兼职通岗服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528741,达美乐,达美乐-星河城店-兼职通岗服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528742,达美乐,达美乐-香市路店-兼职通岗服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528743,达美乐,达美乐-建设路店-兼职通岗服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528744,达美乐,达美乐-西平三路店-兼职通岗服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528745,达美乐,达美乐-宏图路店-兼职通岗服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528746,达美乐,达美乐-鸿福路店-兼职通岗服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528747,达美乐,达美乐-莞城旗峰店-兼职通岗服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528748,达美乐,达美乐-蜂汇广场店-兼职通岗服务员-小时工
学生身份族,175,身份(学生/第二职业,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,514952,哈根达斯,哈根达斯-北京亦庄龙湖店-店员-只要第二职业（需提供第一职业的劳动合同和社保证明）-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528103,塔可贝尔,塔可贝尔-国华广场-门店服务员-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,527054,塔可贝尔,塔可贝尔-丁香国际-门店服务员-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,523600,塔可贝尔,塔可贝尔-黄埔博荟广场-小时工-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,529052,肯德基,肯德基-龙翔-餐厅服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,529017,肯德基,肯德基-覃莉圆-阳光海岸-普通服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,529016,肯德基,肯德基-朱剑琴-金城中路-普通服务员-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,529003,肯德基,肯德基-福山路越秀-兼职+-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,529004,肯德基,肯德基-奉贤育秀东路-兼职+-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,529005,肯德基,肯德基-七宝嘉寰-兼职+-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,529006,肯德基,肯德基-万荣路市北高新-兼职+-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,529007,肯德基,肯德基-曹杨桂巷LA-兼职+-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,529008,肯德基,肯德基-凉城虹悦汇-兼职+-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528925,肯德基,肯德基-星河双子塔-餐厅服务员-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528927,肯德基,肯德基-坂田手造街-餐厅服务员-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528929,肯德基,肯德基-横琴华发商都-餐厅服务员-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528930,肯德基,肯德基-横琴汇通路-餐厅服务员-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528931,肯德基,肯德基-华发首府花园KFC-餐厅服务员-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528932,肯德基,肯德基-福民路店KFC-餐厅服务员-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528933,肯德基,肯德基-东方雅苑-餐厅服务员-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528934,肯德基,肯德基-中深花园-餐厅服务员-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528935,肯德基,肯德基-腾讯总部kfc-餐厅服务员-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528854,肯德基,肯德基-曙光DT-餐厅服务员-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528838,肯德基,肯德基-荔海KFC-通宵夜班-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528839,肯德基,肯德基-生态城-通宵夜班-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528840,肯德基,肯德基-海景大厦-通宵夜班-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528843,肯德基,肯德基-前海香江-通宵夜班-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528845,肯德基,肯德基-阳光科创-通宵夜班-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528846,肯德基,肯德基-卓越后海-通宵夜班-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528737,肯德基,肯德基-国际名园-通宵夜班-小时工
学生身份族,671,学信网学籍是否在籍,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528731,肯德基,肯德基-AH1225湾谷科技园-厨房、总配-小时工
学生身份族,671,学信网学籍是否在籍,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528729,肯德基,肯德基-AH1020井岗路-厨房、总配-小时工
学生身份族,671,学信网学籍是否在籍,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528728,肯德基,肯德基-AH1209艾尚天荟-厨房、总配-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528618,肯德基,肯德基-上东湾KPRO-餐厅服务员-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528609,肯德基,肯德基-新秀-通宵夜班-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528521,肯德基,肯德基-恒大都会-餐厅服务员-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528500,肯德基,肯德基-科技绿洲-兼职+-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528483,肯德基,肯德基-云科府KPRO-餐厅服务员-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528484,肯德基,肯德基-塘家KFC-餐厅服务员-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528310,肯德基,肯德基-恒福居-餐厅服务员-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528297,肯德基,肯德基-嘉御山店KFC-餐厅服务员-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528296,肯德基,肯德基-天安云谷二店KFC-餐厅服务员-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528270,肯德基,肯德基-长兴岛店-兼职+-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528283,肯德基,肯德基-天潼店-兼职+-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528284,肯德基,肯德基-东江湾店-兼职+-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528201,肯德基,肯德基-光明龙光广场KFC-餐厅服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,527924,肯德基,肯德基-孟令玲-海光寺-普通服务员-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,527487,肯德基,肯德基-江湾字节T4-日结-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,527479,肯德基,肯德基-国和1000-兼职+-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,527478,肯德基,肯德基-江湾字节T4-兼职+-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,527413,肯德基,肯德基-孟令玲-熙悦购物中心-普通服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,526868,肯德基,肯德基-邹同艳-阳朔-普通服务员-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,526865,肯德基,肯德基-盐田东海街KFC-餐厅服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,526803,肯德基,肯德基-孟令玲-西南角店-普通服务员-小时工
学生身份族,582,是否为学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,526799,肯德基,肯德基-孟令玲-大悦城商厦店-普通服务员-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,526665,肯德基,肯德基-新莲塘KFC-餐厅服务员-小时工
学生身份族,565,是否为学生工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,526351,肯德基,肯德基-新合川店-兼职+-小时工
学生身份族,565,是否为学生工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,526350,肯德基,肯德基-徐汇滨江央视店-兼职+-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,525821,肯德基,肯德基-深盐路DT-餐厅服务员-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,525824,肯德基,肯德基-壹海城KFC-餐厅服务员-小时工
学生身份族,728,不要学生及暑假工,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,525826,肯德基,肯德基-较场尾-餐厅服务员-小时工
学生身份族,703,学信网是否在籍,规范保留,529050,必胜客,必胜客-海湾镇凤鸣海尚店-内场-小时工
学生身份族,554,是否是学信网在籍学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,529013,必胜客,必胜客-大沥梦乐城PH-内场/外场-小时工
学生身份族,554,是否是学信网在籍学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,529012,必胜客,必胜客-顺德大信PH-内场/外场-小时工
学生身份族,554,是否是学信网在籍学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,529011,必胜客,必胜客-丹灶万民PH-内场/外场-小时工
学生身份族,554,是否是学信网在籍学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,529010,必胜客,必胜客-绿岛卫星PH-内场/外场-小时工
学生身份族,554,是否是学信网在籍学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,529002,必胜客,必胜客-肇庆星湖PH-内场-小时工
学生身份族,554,是否是学信网在籍学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,529000,必胜客,必胜客-盈信广场PH-内场/外场-小时工
学生身份族,554,是否是学信网在籍学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528999,必胜客,必胜客-顺德欢乐海岸PH-内场/外场-小时工
学生身份族,554,是否是学信网在籍学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528957,必胜客,必胜客-三水新动力PH-内场/外场-小时工
学生身份族,554,是否是学信网在籍学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528962,必胜客,必胜客-乐从店PH-内场/外场-小时工
学生身份族,554,是否是学信网在籍学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528963,必胜客,必胜客-博爱PH-内场/外场-小时工
学生身份族,554,是否是学信网在籍学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528969,必胜客,必胜客-容桂天佑城PH-内场/外场-小时工
学生身份族,554,是否是学信网在籍学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528940,必胜客,必胜客-肇庆敏捷-内场-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528888,必胜客,必胜客-长春市卫星路富奥-卫星路富奥-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528889,必胜客,必胜客-吉林市中海环宇城-吉林市中海环宇城-小时工
学生身份族,703,学信网是否在籍,规范保留,528885,必胜客,必胜客-PS5039鸿泰坊-内场-小时工
学生身份族,703,学信网是否在籍,规范保留,528883,必胜客,必胜客-市百一店-内场/洗碗房-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528881,必胜客,必胜客-吉林市吉润-吉润店-小时工
学生身份族,750,是否为学生（不要学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528879,必胜客,必胜客-胜芳未来城-值班经理-全职
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528829,必胜客,必胜客-长春市桂林路-桂林路-小时工
学生身份族,703,学信网是否在籍,规范保留,528476,必胜客,必胜客-PS5037春申里-内场-小时工
学生身份族,735,不要暑假工！,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528424,必胜客,必胜客-刘娅林-WH2583空港北华联PH-内场-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528391,必胜客,必胜客-长春市栖乐荟店PH-栖乐荟店PH-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528395,必胜客,必胜客-沈阳市盛京大奥莱-盛京大奥莱-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528396,必胜客,必胜客-沈阳市文化路店-文化路店-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528397,必胜客,必胜客-沈阳市奥体万达-奥体万达-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528398,必胜客,必胜客-沈阳市K11店PH-K11店PH-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528401,必胜客,必胜客-沈阳市桃源里-桃源里-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528405,必胜客,必胜客-沈阳市沈北万达店PH-沈北万达店PH-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528410,必胜客,必胜客-沈阳市新玛特-新玛特-小时工
学生身份族,605,是否是学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528332,必胜客,必胜客-PS2512-常州武进星湖PH-PS2512(常州武进星湖PH)-内场晚班-小时工
学生身份族,605,是否是学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528331,必胜客,必胜客-PS1779-常州星河店PHHS-PS1779(常州星河店PHHS)晚班打烊-小时工
学生身份族,703,学信网是否在籍,规范保留,528324,必胜客,必胜客-上海华泾龙湖PH-内场-小时工
学生身份族,703,学信网是否在籍,规范保留,528304,必胜客,必胜客-龙之梦PH-内场-小时工
学生身份族,660,是否学生（不要学生）,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,528178,必胜客,必胜客-辽吉必胜客-鞍山万达店-鞍山万达店-小时工
学生身份族,605,是否是学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,527743,必胜客,必胜客-JS1006(常州飞龙吾悦PH)-内场晚班打烊-小时工
学生身份族,605,是否是学生,需改：合并为「身份类型」单选(学生/社会人士/暑假工)+保留703学信网；筛选配拒绝选项,527749,必胜客,必胜客-PSH804(常州金坛吾悦)-内场服务-小时工
用工身份三连问,607,是否为社会兼职,需改：三合一为「用工身份类型」单选：社会兼职/灵活用工/学生兼职,526531,肯德基,肯德基-彭丽艳-延吉-延吉人民-SHY147-普通服务员-小时工
用工身份三连问,608,是否为灵活用工兼职,需改：三合一为「用工身份类型」单选：社会兼职/灵活用工/学生兼职,526531,肯德基,肯德基-彭丽艳-延吉-延吉人民-SHY147-普通服务员-小时工
用工身份三连问,609,是否为学生兼职,需改：三合一为「用工身份类型」单选：社会兼职/灵活用工/学生兼职,526531,肯德基,肯德基-彭丽艳-延吉-延吉人民-SHY147-普通服务员-小时工
用工身份三连问,607,是否为社会兼职,需改：三合一为「用工身份类型」单选：社会兼职/灵活用工/学生兼职,526534,肯德基,肯德基-彭丽艳-延吉-延吉延河-SY1075-普通服务员-小时工
用工身份三连问,608,是否为灵活用工兼职,需改：三合一为「用工身份类型」单选：社会兼职/灵活用工/学生兼职,526534,肯德基,肯德基-彭丽艳-延吉-延吉延河-SY1075-普通服务员-小时工
用工身份三连问,609,是否为学生兼职,需改：三合一为「用工身份类型」单选：社会兼职/灵活用工/学生兼职,526534,肯德基,肯德基-彭丽艳-延吉-延吉延河-SY1075-普通服务员-小时工
用工身份三连问,607,是否为社会兼职,需改：三合一为「用工身份类型」单选：社会兼职/灵活用工/学生兼职,526535,肯德基,肯德基-彭丽艳-延吉-延吉局子街-SY1104-普通服务员-小时工
用工身份三连问,608,是否为灵活用工兼职,需改：三合一为「用工身份类型」单选：社会兼职/灵活用工/学生兼职,526535,肯德基,肯德基-彭丽艳-延吉-延吉局子街-SY1104-普通服务员-小时工
用工身份三连问,609,是否为学生兼职,需改：三合一为「用工身份类型」单选：社会兼职/灵活用工/学生兼职,526535,肯德基,肯德基-彭丽艳-延吉-延吉局子街-SY1104-普通服务员-小时工
用工身份三连问,607,是否为社会兼职,需改：三合一为「用工身份类型」单选：社会兼职/灵活用工/学生兼职,526536,肯德基,肯德基-彭丽艳-延吉-延吉河南街-SHY178-普通服务员-小时工
用工身份三连问,608,是否为灵活用工兼职,需改：三合一为「用工身份类型」单选：社会兼职/灵活用工/学生兼职,526536,肯德基,肯德基-彭丽艳-延吉-延吉河南街-SHY178-普通服务员-小时工
用工身份三连问,609,是否为学生兼职,需改：三合一为「用工身份类型」单选：社会兼职/灵活用工/学生兼职,526536,肯德基,肯德基-彭丽艳-延吉-延吉河南街-SHY178-普通服务员-小时工
用工身份三连问,607,是否为社会兼职,需改：三合一为「用工身份类型」单选：社会兼职/灵活用工/学生兼职,526538,肯德基,肯德基-彭丽艳-延吉-延吉新丰-SHY858-普通服务员-小时工
用工身份三连问,608,是否为灵活用工兼职,需改：三合一为「用工身份类型」单选：社会兼职/灵活用工/学生兼职,526538,肯德基,肯德基-彭丽艳-延吉-延吉新丰-SHY858-普通服务员-小时工
用工身份三连问,609,是否为学生兼职,需改：三合一为「用工身份类型」单选：社会兼职/灵活用工/学生兼职,526538,肯德基,肯德基-彭丽艳-延吉-延吉新丰-SHY858-普通服务员-小时工
